Timestamp,PointAnomaly,AnomalyDist,GradualAnomaly,AnomalyEmbedding,SimilarMaintenanceNotes,SimilarObservations,SimilarAnomalyTypes,SimilarityScores,Status,WellHeadPressure,TubingPressure,FlowRate,WellHeadTemperature,AnomalyType
2023-01-01 00:00:00,False,,False,,,,,,1.0,2499.416528722244,2010.8916500490636,502.237175211422,159.5659362659425,
2023-01-01 01:00:00,False,,False,,,,,,1.0,2473.971119048585,2001.81191066642,499.71474770322624,159.73940159030704,
2023-01-01 02:00:00,False,,False,,,,,,1.0,2471.065483926268,1997.7413749133004,,160.13953951457196,
2023-01-01 03:00:00,False,,False,,,,,,1.0,2504.376359787022,2000.772482839238,499.47980034144354,159.53251394552245,
2023-01-01 04:00:00,False,,False,,,,,,,2501.4777842378912,1995.1926780229576,497.8631243203866,160.38723359164987,
2023-01-01 05:00:00,False,,False,,,,,,1.0,2501.0957157193866,1997.0797078715611,497.08862975016217,160.19846607561513,
2023-01-01 06:00:00,False,,False,,,,,,1.0,2497.268116811805,1995.1848468043988,507.9951729966768,159.7560571321409,OverHeating
2023-01-01 07:00:00,False,,False,,,,,,1.0,2503.5139506234173,1998.4277635529745,497.8985332104442,162.64621188509628,OverHeating
2023-01-01 08:00:00,False,,False,,,,,,1.0,2514.804999823859,1996.9512073762023,498.2106509097509,165.60882666477232,OverHeating
2023-01-01 09:00:00,False,,False,,,,,,1.0,2507.4471276706818,1995.246956814609,500.4237867702599,168.4203093958141,OverHeating
2023-01-01 10:00:00,False,,False,,,,,,1.0,2490.25864181429,2002.309198858904,501.1637588152256,171.23039792121205,OverHeating
2023-01-01 11:00:00,False,,False,,,,,,1.0,2507.8511060033075,2003.605908870959,502.115848874881,174.05476971230777,OverHeating
2023-01-01 12:00:00,False,,False,,,,,,1.0,2504.7087340120447,2009.6675193890285,501.2744449672217,176.83802582300834,OverHeating
2023-01-01 13:00:00,False,,False,,,,,,1.0,,1991.3160276547344,500.79335314162944,178.62276953729716,OverHeating
2023-01-01 14:00:00,False,,False,,,,,,1.0,2493.8587856669105,1996.3274138295417,497.7074377705217,159.5418507133383,
2023-01-01 15:00:00,False,,False,,,,,,,2486.482679263905,2003.08708321836,500.4748825788412,160.6048807717233,
2023-01-01 16:00:00,False,,False,,,,,,1.0,2504.5493786860384,1995.5214506266173,502.2356283957018,158.98953315731876,
2023-01-01 17:00:00,False,,False,,,,,,1.0,2519.943471380932,2006.2238547211557,497.830121307662,,
2023-01-01 18:00:00,False,,False,,,,,,1.0,2507.4767707324872,2001.8038775130035,498.9445336299348,160.4919076366453,
2023-01-01 19:00:00,False,,False,,,,,,1.0,2514.2819402643604,2003.0764177906724,504.8555157030279,159.53376810432064,
2023-01-01 20:00:00,False,,False,,,,,,1.0,2500.1433269129298,2003.910542448913,,159.664265892497,
2023-01-01 21:00:00,False,,False,,,,,,1.0,2498.463215628114,2000.8595402425071,502.8716915731716,160.1806852099989,
2023-01-01 22:00:00,False,,False,,,,,,1.0,2500.7990544237027,1990.165888972744,495.1047735237,159.55692136528913,
2023-01-01 23:00:00,False,,False,,,,,,1.0,2500.8757514828053,1993.748381403106,505.873386455738,160.59940175575804,
2023-01-02 00:00:00,False,,False,,,,,,1.0,2483.39783218312,2006.2275404707016,499.0801346622069,160.58687146554772,
2023-01-02 01:00:00,False,,False,,,,,,1.0,2486.984283069085,2002.9202843821392,497.6533859130717,160.05168577455694,
2023-01-02 02:00:00,False,,False,,,,,,1.0,2506.1627717918736,2008.835794675023,498.8121292005069,160.0704978812902,
2023-01-02 03:00:00,False,,False,,,,,,1.0,2494.9015865307106,1995.301733961852,498.5854902489383,159.23792814908035,
2023-01-02 04:00:00,False,,False,,,,,,1.0,2486.9856139161548,2009.1193384040523,502.90408064915874,160.87451581885193,
2023-01-02 05:00:00,False,,False,,,,,,1.0,2485.9351513764577,1992.4267451454523,503.7972623656059,161.0158372424397,
2023-01-02 06:00:00,False,,False,,,,,,1.0,2496.5654210801395,2014.1664022520172,504.0159159075198,159.27095845761906,
2023-01-02 07:00:00,False,,False,,,,,,1.0,2509.081028710375,1996.587328432095,498.23050817986336,160.4056996479633,
2023-01-02 08:00:00,False,,False,,,,,,1.0,2512.4265682858595,2002.141377941028,502.3485586715128,159.90566653627224,
2023-01-02 09:00:00,False,,False,,,,,,1.0,2499.7986173357763,1996.4846098935184,500.2432433198863,160.27868857499476,
2023-01-02 10:00:00,False,,False,,,,,,1.0,2495.4310964544184,1998.7959266025605,501.7916873830829,160.2507838250391,
2023-01-02 11:00:00,False,,False,,,,,,1.0,2498.176873913022,1997.395053495311,498.153815547658,159.7110030430658,
2023-01-02 12:00:00,False,,False,,,,,,1.0,2505.3899772241766,2004.9298998453871,497.17366419855546,159.62874354094734,
2023-01-02 13:00:00,False,,False,,,,,,1.0,2506.5406135895983,1994.4560878388363,507.87720697340666,160.34923756539337,
2023-01-02 14:00:00,False,,False,,,,,,1.0,2487.383745730017,1993.4848220353203,494.9839456670483,160.13654865280665,
2023-01-02 15:00:00,False,,False,,,,,,1.0,2500.8003751063725,1996.729499399759,499.18565348434,160.2241319084456,
2023-01-02 16:00:00,False,,False,,,,,,1.0,2501.497494817918,1997.5929681068724,493.8719837469843,160.114914721961,
2023-01-02 17:00:00,False,,False,,,,,,1.0,2501.604206699484,2003.244943350768,504.05442859942826,160.04225802503734,
2023-01-02 18:00:00,False,,False,,,,,,1.0,2500.465129950004,1993.6072813432668,499.961518703893,160.5488177847391,
2023-01-02 19:00:00,False,,False,,,,,,1.0,2496.9068643542714,2006.0908875153727,496.39865626420834,159.36514920560373,
2023-01-02 20:00:00,False,,False,,,,,,1.0,2502.335108409907,1997.503704493893,497.7571975604285,158.7233564506207,
2023-01-02 21:00:00,False,,False,,,,,,1.0,2514.8321031467963,1996.3587097990733,498.88613998962177,159.20420092359572,
2023-01-02 22:00:00,False,,False,,,,,,1.0,2514.13156609439,1997.386518549254,505.5218004155143,160.28290499648546,
2023-01-02 23:00:00,False,,False,,,,,,1.0,2489.08712711576,1992.306190368429,499.7987405995661,160.51707534276363,
2023-01-03 00:00:00,False,,False,,,,,,1.0,2509.091463859026,2007.3661127013788,499.718843896624,159.98795676203972,
2023-01-03 01:00:00,False,,False,,,,,,1.0,2501.1900809268177,2007.5290610251916,496.4578067739432,159.0856049339284,
2023-01-03 02:00:00,False,,False,,,,,,1.0,2496.3183696745687,2010.043666515428,502.23706536904376,159.80396457249554,
2023-01-03 03:00:00,False,,False,,,,,,1.0,2490.456783023338,2002.6616785514416,494.0567601167263,159.43702435234474,
2023-01-03 04:00:00,False,,False,,,,,,1.0,2492.0909781454952,1995.278510109147,495.40935582006784,160.0834673399935,
2023-01-03 05:00:00,False,,False,,,,,,1.0,2490.85700464954,1997.4893910506623,492.7042592189924,,
2023-01-03 06:00:00,False,,False,,,,,,1.0,2487.725252805295,1999.97220529274,497.4190378761598,160.53267655794608,
2023-01-03 07:00:00,False,,False,,,,,,1.0,2513.018163279728,2009.9800167279063,505.38856562330375,160.029145281134,
2023-01-03 08:00:00,False,,False,,,,,,1.0,2473.8088291306312,2002.280347139236,499.922660246605,159.53921306847982,
2023-01-03 09:00:00,False,,False,,,,,,1.0,2492.160906641144,1997.9702877703703,499.6281352772818,161.21566012225665,
2023-01-03 10:00:00,False,,False,,,,,,1.0,2510.800678039947,1995.7164526415736,503.7896121335517,160.08650646167823,
2023-01-03 11:00:00,False,,False,,,,,,1.0,2502.7157740468383,2000.2139055580424,499.8524738569381,160.3563988910335,
2023-01-03 12:00:00,False,,False,,,,,,1.0,2499.8639417711192,1998.4433927215,499.7749585330688,159.81045993142814,
2023-01-03 13:00:00,False,,False,,,,,,1.0,2499.786282435064,1990.569811607029,500.5801969875398,159.64346546484632,
2023-01-03 14:00:00,False,,False,,,,,,1.0,2509.8834632771327,2004.5316005604816,501.4269445440036,159.49254608066457,
2023-01-03 15:00:00,False,,False,,,,,,1.0,2484.610219635595,2004.9445178862395,502.99001635234026,160.07422517871262,
2023-01-03 16:00:00,False,,False,,,,,,1.0,2497.658692092097,1995.1252638341864,503.58881587830285,159.47723223086487,
2023-01-03 17:00:00,False,,False,,,,,,1.0,2489.837838688716,1999.949551563416,501.3754146462588,159.85763605419626,
2023-01-03 18:00:00,False,,False,,,,,,1.0,2517.1419501994683,2005.924830487808,502.7220128476421,159.20614599445076,
2023-01-03 19:00:00,False,,False,,,,,,1.0,2499.139131911327,2001.1256670407488,500.914011171019,160.4022509217669,
2023-01-03 20:00:00,False,,False,,,,,,1.0,2483.394159200709,1998.2095839606247,501.04627616205954,159.87997929918973,
2023-01-03 21:00:00,False,,False,,,,,,1.0,2510.10172645515,2002.0630362761024,499.9427210314088,159.6182425664683,
2023-01-03 22:00:00,False,,False,,,,,,1.0,2495.7481676206944,1991.5418034734137,499.8991705508072,159.17649185201665,
2023-01-03 23:00:00,False,,False,,,,,,1.0,2508.9015310481022,1993.96498857496,499.3171123379161,159.9148746920949,
2023-01-04 00:00:00,False,,False,,,,,,1.0,2489.651281556268,2000.182052562457,499.2313777268878,159.21706636613382,
2023-01-04 01:00:00,False,,False,,,,,,1.0,2486.3411106501485,2005.8320277371315,499.6534316493722,160.12636794624927,
2023-01-04 02:00:00,False,,False,,,,,,1.0,2498.3346426261382,2001.0968589691192,505.458616847168,159.5566303942015,ChokeErosion
2023-01-04 03:00:00,False,,False,,,,,,1.0,2509.2288640944653,1999.1243697648663,491.8926665642612,160.07791843347752,ChokeErosion
2023-01-04 04:00:00,False,,False,,,,,,1.0,2491.437138294664,1997.3974421764124,507.0067536112578,159.53641552258003,ChokeErosion
2023-01-04 05:00:00,False,,False,,,,,,1.0,2507.621627961412,,522.8903407059543,159.80861589312968,ChokeErosion
2023-01-04 06:00:00,False,,False,,,,,,1.0,2502.835162027941,2000.515841643497,495.69015585219154,159.90779794021617,ChokeErosion
2023-01-04 07:00:00,False,,False,,,,,,1.0,2506.292908263782,2010.3772885859407,487.3421969714312,159.06645631225422,ChokeErosion
2023-01-04 08:00:00,False,,False,,,,,,1.0,2501.6324085083306,2001.0932404832809,503.21347964110737,159.6955742641679,ChokeErosion
2023-01-04 09:00:00,False,,False,,,,,,1.0,2501.9503324014545,1993.392048567488,490.11675322102514,159.88973721750827,ChokeErosion
2023-01-04 10:00:00,False,,False,,,,,,1.0,2494.1721174853574,1997.602097363132,496.6390884482322,160.6116500056878,ChokeErosion
2023-01-04 11:00:00,False,,False,,,,,,1.0,2507.207005644119,1998.3485969038795,495.8241978908202,160.58683765335974,ChokeErosion
2023-01-04 12:00:00,False,,False,,,,,,1.0,2488.3146919693936,2009.1897705238991,505.2538938514848,160.11262940407846,ChokeErosion
2023-01-04 13:00:00,False,,False,,,,,,1.0,2511.590409734867,1997.5604880099831,508.52468360989207,160.69698835164874,ChokeErosion
